"location","date","Tmax","Tmin","Year","Month","Day","Solar","CO2","Global_Anomaly","ENSO_Index","ENSO_Phase","lat","DayLength","Daily_Heat","GDD_Cumulative","Is_Chill_Day","Chill_Cumulative","bloom_doy","Precip_Master","doy"
"kyoto",1951-02-01,13.5,-0.5,1951,2,1,7.28038461538462,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.4612770574068,1.5,12.05,1,30,98,0,32
"kyoto",1951-02-02,14.3,-3,1951,2,2,7.255,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.4906310856221,0.65,12.7,1,31,98,0.1,33
"kyoto",1951-02-03,5.4,-0.7,1951,2,3,6.95192307692308,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.5203982303979,0,12.7,1,32,98,0.5,34
"kyoto",1951-02-04,4.5,-2.3,1951,2,4,7.97538461538462,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.550563548697,0,12.7,1,33,98,2.3,35
"kyoto",1951-02-05,6,-3.4,1951,2,5,8.05333333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.5811123130309,0,12.7,1,34,98,0.4,36
"kyoto",1951-02-06,3.1,-3.6,1951,2,6,8.64166666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.6120300251652,0,12.7,0,34,98,1.1,37
"kyoto",1951-02-07,6.7,-1.8,1951,2,7,9.18416666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.6433024284865,0,12.7,1,35,98,0.8,38
"kyoto",1951-02-08,8.7,-2.4,1951,2,8,7.9275,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.6749155190544,0,12.7,1,36,98,0,39
"kyoto",1951-02-09,9.1,2.3,1951,2,9,8.11416666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.7068555553689,0.699999999999999,13.4,1,37,98,15.7,40
"kyoto",1951-02-10,12.7,1.7,1951,2,10,8.6104347826087,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.7391090668859,2.2,15.6,0,37,98,0.4,41
"kyoto",1951-02-11,6.7,-0.6,1951,2,11,9.13652173913044,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.7716628613166,0,15.6,1,38,98,0,42
"kyoto",1951-02-12,8.1,-2.9,1951,2,12,8.55130434782609,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.8045040307507,0,15.6,1,39,98,0.1,43
"kyoto",1951-02-13,7.1,-0.2,1951,2,13,9.27478260869565,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.8376199566436,0,15.6,1,40,98,0.5,44
"kyoto",1951-02-14,3.4,-1.7,1951,2,14,8.05913043478261,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.8709983137106,0,15.6,1,41,98,11.8,45
"kyoto",1951-02-15,5.7,1.1,1951,2,15,8.13391304347826,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.9046270727737,0,15.6,1,42,98,0.9,46
"kyoto",1951-02-16,5.5,-0.4,1951,2,16,8.59434782608696,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.9384945026041,0,15.6,1,43,98,0,47
"kyoto",1951-02-17,8.7,-0.5,1951,2,17,7.59086956521739,315.98,-0.07,0.431666666666667,"Neutral",35.0119,10.972589170809,0,15.6,1,44,98,0.6,48
"kyoto",1951-02-18,8.9,-2.8,1951,2,18,9.55130434782609,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.0068999438072,0,15.6,1,45,98,0,49
"kyoto",1951-02-19,12.2,1.9,1951,2,19,8.64217391304348,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.0414159859404,2.05,17.65,0,45,98,0,50
"kyoto",1951-02-20,8.7,-0.8,1951,2,20,9.50136363636364,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.0761267577671,0,17.65,1,46,98,0.8,51
"kyoto",1951-02-21,16.4,-3.5,1951,2,21,10.1336363636364,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.1110220135836,1.45,19.1,1,47,98,0,52
"kyoto",1951-02-22,14.8,6.2,1951,2,22,10.8118181818182,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.1460917982175,5.5,24.6,0,47,98,14,53
"kyoto",1951-02-23,19.6,3.4,1951,2,23,9.11272727272727,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.181326443139,6.5,31.1,0,47,98,0,54
"kyoto",1951-02-24,14.1,6.9,1951,2,24,10.1281818181818,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.2167165619305,5.5,36.6,0,47,98,1.2,55
"kyoto",1951-02-25,12.1,5.5,1951,2,25,10.4918181818182,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.2522530451589,3.8,40.4,0,47,98,26.5,56
"kyoto",1951-02-26,13.8,6,1951,2,26,10.4240909090909,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.2879270546896,4.9,45.3,0,47,98,0.4,57
"kyoto",1951-02-27,13.4,4.4,1951,2,27,10.6572727272727,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.3237300174817,3.9,49.2,0,47,98,0.2,58
"kyoto",1951-02-28,15.1,9.2,1951,2,28,11.057,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.3596536189019,7.15,56.35,0,47,98,0.8,59
"kyoto",1951-03-01,15.3,6.2,1951,3,1,8.6575,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.3956897955946,5.75,62.1,0,47,98,7.8,60
"kyoto",1951-03-02,8.1,0.7,1951,3,2,9.87888888888889,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.4318307279395,0,62.1,1,48,98,0,61
"kyoto",1951-03-03,7.5,-2.6,1951,3,3,9.44055555555556,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.4680688321335,0,62.1,1,49,98,0,62
"kyoto",1951-03-04,7.4,-4.4,1951,3,4,10.8183333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.5043967519252,0,62.1,1,50,98,0,63
"kyoto",1951-03-05,7.6,-2.5,1951,3,5,12.5105555555556,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.5408073500338,0,62.1,1,51,98,0,64
"kyoto",1951-03-06,11.3,0.6,1951,3,6,10.6116666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.5772936992785,0.95,63.05,1,52,98,34.1,65
"kyoto",1951-03-07,11,3.5,1951,3,7,10.5352941176471,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.6138490734473,2.25,65.3,0,52,98,1,66
"kyoto",1951-03-08,10.8,0.1,1951,3,8,11.604375,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.6504669379279,0.45,65.75,1,53,98,0,67
"kyoto",1951-03-09,15.8,-1.8,1951,3,9,12.566875,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.6871409401265,2,67.75,1,54,98,0,68
"kyoto",1951-03-10,13.2,7.2,1951,3,10,12.49375,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.7238648996948,5.2,72.95,0,54,98,12.2,69
"kyoto",1951-03-11,16.8,4.1,1951,3,11,10.700625,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.760632798587,5.45,78.4,0,54,98,0,70
"kyoto",1951-03-12,10,0.9,1951,3,12,13.93375,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.7974387709668,0.45,78.85,1,55,98,0.5,71
"kyoto",1951-03-13,12,-0.7,1951,3,13,12.13875,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.8342770929805,0.65,79.5,1,56,98,0,72
"kyoto",1951-03-14,15,-0.2,1951,3,14,12.350625,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.8711421724171,2.4,81.9,0,56,98,0,73
"kyoto",1951-03-15,19.1,5.7,1951,3,15,13.01875,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.9080285382671,7.4,89.3,0,56,98,0,74
"kyoto",1951-03-16,17.7,2.5,1951,3,16,12.5525,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.9449308301989,5.1,94.4,0,56,98,0,75
"kyoto",1951-03-17,18.1,4.8,1951,3,17,11.60625,315.98,-0.07,0.431666666666667,"Neutral",35.0119,11.9818437879645,6.45,100.85,0,56,98,7.2,76
"kyoto",1951-03-18,17.6,6.3,1951,3,18,12.9875,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.0187622407498,6.95,107.8,0,56,98,0,77
"kyoto",1951-03-19,11.8,4.7,1951,3,19,10.823125,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.0556810964803,3.25,111.05,0,56,98,0,78
"kyoto",1951-03-20,11.8,1.6,1951,3,20,12.47625,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.0925953310958,1.7,112.75,1,57,98,0,79
"kyoto",1951-03-21,12.3,-0.5,1951,3,21,13.496875,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.1294999778048,0.9,113.65,1,58,98,0,80
"kyoto",1951-03-22,14,2.7,1951,3,22,10.3033333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.1663901163301,3.35,117,0,58,98,0.9,81
"kyoto",1951-03-23,8.5,-0.1,1951,3,23,13.0173333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.2032608621559,0,117,1,59,98,1.9,82
"kyoto",1951-03-24,14.5,-1.7,1951,3,24,13.9733333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.2401073557867,1.4,118.4,1,60,98,0,83
"kyoto",1951-03-25,14.4,-0.2,1951,3,25,14.238,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.2769247520285,2.1,120.5,0,60,98,3.5,84
"kyoto",1951-03-26,14.4,9.3,1951,3,26,14.1153333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.3137082093031,6.85,127.35,0,60,98,5.8,85
"kyoto",1951-03-27,16.3,6.9,1951,3,27,13.8033333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.3504528790031,6.6,133.95,0,60,98,0,86
"kyoto",1951-03-28,12.7,7.7,1951,3,28,13.9913333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.387153894901,5.2,139.15,0,60,98,28.2,87
"kyoto",1951-03-29,15.7,5.9,1951,3,29,14.6746666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.4238063626201,5.8,144.95,0,60,98,0,88
"kyoto",1951-03-30,10.3,1.9,1951,3,30,14.0806666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.460405349178,1.1,146.05,1,61,98,0.3,89
"kyoto",1951-03-31,17.7,-1.1,1951,3,31,13.0673333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.4969458726157,3.3,149.35,0,61,98,0,90
"kyoto",1951-04-01,13.8,8,1951,4,1,15.5113333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.5334228917197,5.9,155.25,0,61,98,14,91
"kyoto",1951-04-02,17.9,10.6,1951,4,2,13.9478571428571,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.5698312958515,9.25,164.5,0,61,98,3.1,92
"kyoto",1951-04-03,13,9.5,1951,4,3,16.5284615384615,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.6061658948964,6.25,170.75,0,61,98,17.7,93
"kyoto",1951-04-04,17.8,8.7,1951,4,4,15.4908333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.642421409342,8.25,179,0,61,98,15,94
"kyoto",1951-04-05,18.9,4.5,1951,4,5,16.8363636363636,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.6785924605022,6.7,185.7,0,61,98,0,95
"kyoto",1951-04-06,13.6,9,1951,4,6,15.5916666666667,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.7146735608996,6.3,192,0,61,98,19.3,96
"kyoto",1951-04-07,16.1,10.6,1951,4,7,14.2633333333333,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.7506591048209,8.35,200.35,0,61,98,24.5,97
"kyoto",1951-04-08,21.3,10.3,1951,4,8,16.936,315.98,-0.07,0.431666666666667,"Neutral",35.0119,12.7865433590611,10.8,211.15,0,61,98,0,98
"kyoto",1952-01-01,14.1,4.1,1952,1,1,6.316,315.98,0.01,0.1775,"Neutral",35.0119,9.84072752453916,4.1,4.1,0,0,105,0,1
"kyoto",1952-01-02,7.8,2,1952,1,2,6.182,315.98,0.01,0.1775,"Neutral",35.0119,9.84973941299059,0,4.1,1,1,105,2.8,2
"kyoto",1952-01-03,9.3,0.9,1952,1,3,5.862,315.98,0.01,0.1775,"Neutral",35.0119,9.85960257925937,0.100000000000001,4.2,1,2,105,1.1,3
"kyoto",1952-01-04,10.4,-1.7,1952,1,4,5.70475,315.98,0.01,0.1775,"Neutral",35.0119,9.87030842061736,0,4.2,1,3,105,0.1,4
"kyoto",1952-01-05,11.5,1.1,1952,1,5,6.31575,315.98,0.01,0.1775,"Neutral",35.0119,9.88184765594868,1.3,5.5,1,4,105,0,5
"kyoto",1952-01-06,6.7,1.2,1952,1,6,6.05333333333333,315.98,0.01,0.1775,"Neutral",35.0119,9.89421035317726,0,5.5,1,5,105,1.2,6
"kyoto",1952-01-07,10.5,1.9,1952,1,7,6.42846153846154,315.98,0.01,0.1775,"Neutral",35.0119,9.90738595822399,1.2,6.7,1,6,105,0,7
"kyoto",1952-01-08,8.4,-0.1,1952,1,8,6.30230769230769,315.98,0.01,0.1775,"Neutral",35.0119,9.92136332533026,0,6.7,1,7,105,2.4,8
"kyoto",1952-01-09,6.2,-0.3,1952,1,9,6.59815789473684,315.98,0.01,0.1775,"Neutral",35.0119,9.93613074858104,0,6.7,1,8,105,0.1,9
"kyoto",1952-01-10,6.9,-1.8,1952,1,10,6.53157894736842,315.98,0.01,0.1775,"Neutral",35.0119,9.95167599445723,0,6.7,1,9,105,8.1,10
"kyoto",1952-01-11,8.5,2.6,1952,1,11,6.665,315.98,0.01,0.1775,"Neutral",35.0119,9.96798633524624,0.55,7.25,1,10,105,15,11
"kyoto",1952-01-12,4.6,-1.2,1952,1,12,6.85194444444444,315.98,0.01,0.1775,"Neutral",35.0119,9.98504858313931,0,7.25,1,11,105,0.1,12
"kyoto",1952-01-13,7.4,-1.5,1952,1,13,6.42333333333333,315.98,0.01,0.1775,"Neutral",35.0119,10.0028491248459,0,7.25,1,12,105,0,13
"kyoto",1952-01-14,5.7,3,1952,1,14,6.29555555555556,315.98,0.01,0.1775,"Neutral",35.0119,10.0213739565576,0,7.25,1,13,105,26.4,14
"kyoto",1952-01-15,9.7,-0.1,1952,1,15,5.99371428571429,315.98,0.01,0.1775,"Neutral",35.0119,10.0406087190983,0,7.25,1,14,105,0,15
"kyoto",1952-01-16,8.5,-0.9,1952,1,16,7.28484848484849,315.98,0.01,0.1775,"Neutral",35.0119,10.0605387331019,0,7.25,1,15,105,0,16
"kyoto",1952-01-17,9.9,0.1,1952,1,17,6.715625,315.98,0.01,0.1775,"Neutral",35.0119,10.0811490340648,0,7.25,1,16,105,0.1,17
"kyoto",1952-01-18,6.4,-0.9,1952,1,18,6.895625,315.98,0.01,0.1775,"Neutral",35.0119,10.1024244071278,0,7.25,1,17,105,0,18
"kyoto",1952-01-19,7.7,-2,1952,1,19,7.10625,315.98,0.01,0.1775,"Neutral",35.0119,10.1243494214478,0,7.25,1,18,105,0,19
"kyoto",1952-01-20,10.3,-1.3,1952,1,20,6.5365625,315.98,0.01,0.1775,"Neutral",35.0119,10.14690846403,0,7.25,1,19,105,0,20
"kyoto",1952-01-21,12.7,0.9,1952,1,21,6.52258064516129,315.98,0.01,0.1775,"Neutral",35.0119,10.1700857728997,1.8,9.05,1,20,105,3.5,21
"kyoto",1952-01-22,11.8,1.8,1952,1,22,6.91258064516129,315.98,0.01,0.1775,"Neutral",35.0119,10.193865469499,1.8,10.85,1,21,105,0.2,22
"kyoto",1952-01-23,11.1,0.3,1952,1,23,6.38451612903226,315.98,0.01,0.1775,"Neutral",35.0119,10.2182315902084,0.7,11.55,1,22,105,0,23
"kyoto",1952-01-24,9.8,-1.3,1952,1,24,7.28533333333333,315.98,0.01,0.1775,"Neutral",35.0119,10.243168116898,0,11.55,1,23,105,5.9,24
"kyoto",1952-01-25,5.6,-1,1952,1,25,7.186,315.98,0.01,0.1775,"Neutral",35.0119,10.2686590064259,0,11.55,1,24,105,1.6,25
"kyoto",1952-01-26,5.8,-1.3,1952,1,26,7.51241379310345,315.98,0.01,0.1775,"Neutral",35.0119,10.2946882190098,0,11.55,1,25,105,0.2,26
"kyoto",1952-01-27,6.3,-2.5,1952,1,27,7.88,315.98,0.01,0.1775,"Neutral",35.0119,10.3212397454083,0,11.55,1,26,105,0,27
"kyoto",1952-01-28,6.6,-1.9,1952,1,28,7.30428571428571,315.98,0.01,0.1775,"Neutral",35.0119,10.3482976328565,0,11.55,1,27,105,1.4,28
"kyoto",1952-01-29,6.9,2.7,1952,1,29,7.87555555555556,315.98,0.01,0.1775,"Neutral",35.0119,10.3758460097133,0,11.55,1,28,105,3,29
"kyoto",1952-01-30,13.8,2,1952,1,30,6.92925925925926,315.98,0.01,0.1775,"Neutral",35.0119,10.4038691087807,2.9,14.45,0,28,105,0,30
"kyoto",1952-01-31,4.4,1.3,1952,1,31,7.15230769230769,315.98,0.01,0.1775,"Neutral",35.0119,10.4323512892721,0,14.45,1,29,105,2.4,31
"kyoto",1952-02-01,9.7,0.6,1952,2,1,7.28038461538462,315.98,0.01,0.1775,"Neutral",35.0119,10.4612770574068,0.149999999999999,14.6,1,30,105,0.1,32
"kyoto",1952-02-02,8.8,-0.2,1952,2,2,7.255,315.98,0.01,0.1775,"Neutral",35.0119,10.4906310856221,0,14.6,1,31,105,0,33
"kyoto",1952-02-03,6.2,0,1952,2,3,6.95192307692308,315.98,0.01,0.1775,"Neutral",35.0119,10.5203982303979,0,14.6,1,32,105,0,34
"kyoto",1952-02-04,6.8,-2,1952,2,4,7.97538461538462,315.98,0.01,0.1775,"Neutral",35.0119,10.550563548697,0,14.6,1,33,105,1.5,35
"kyoto",1952-02-05,3.2,-5.3,1952,2,5,8.05333333333333,315.98,0.01,0.1775,"Neutral",35.0119,10.5811123130309,0,14.6,0,33,105,4.9,36
"kyoto",1952-02-06,4.5,-4.7,1952,2,6,8.64166666666667,315.98,0.01,0.1775,"Neutral",35.0119,10.6120300251652,0,14.6,0,33,105,0.1,37
"kyoto",1952-02-07,1.3,-0.5,1952,2,7,9.18416666666667,315.98,0.01,0.1775,"Neutral",35.0119,10.6433024284865,0,14.6,1,34,105,19.6,38
"kyoto",1952-02-08,9.9,-0.1,1952,2,8,7.9275,315.98,0.01,0.1775,"Neutral",35.0119,10.6749155190544,0,14.6,1,35,105,0,39
"kyoto",1952-02-09,8.8,-2.6,1952,2,9,8.11416666666667,315.98,0.01,0.1775,"Neutral",35.0119,10.7068555553689,0,14.6,1,36,105,0,40
"kyoto",1952-02-10,9.3,0.8,1952,2,10,8.6104347826087,315.98,0.01,0.1775,"Neutral",35.0119,10.7391090668859,0.0500000000000007,14.65,1,37,105,0,41
"kyoto",1952-02-11,7.5,-2.2,1952,2,11,9.13652173913044,315.98,0.01,0.1775,"Neutral",35.0119,10.7716628613166,0,14.65,1,38,105,0,42
"kyoto",1952-02-12,6.7,-2.1,1952,2,12,8.55130434782609,315.98,0.01,0.1775,"Neutral",35.0119,10.8045040307507,0,14.65,1,39,105,0,43
"kyoto",1952-02-13,9.2,3.1,1952,2,13,9.27478260869565,315.98,0.01,0.1775,"Neutral",35.0119,10.8376199566436,1.15,15.8,1,40,105,0.1,44
"kyoto",1952-02-14,11,0.1,1952,2,14,8.05913043478261,315.98,0.01,0.1775,"Neutral",35.0119,10.8709983137106,0.55,16.35,1,41,105,0,45
"kyoto",1952-02-15,5.2,-1.2,1952,2,15,8.13391304347826,315.98,0.01,0.1775,"Neutral",35.0119,10.9046270727737,0,16.35,1,42,105,11,46
"kyoto",1952-02-16,11,3.4,1952,2,16,8.59434782608696,315.98,0.01,0.1775,"Neutral",35.0119,10.9384945026041,2.2,18.55,0,42,105,0.1,47
"kyoto",1952-02-17,7.4,1.2,1952,2,17,7.59086956521739,315.98,0.01,0.1775,"Neutral",35.0119,10.972589170809,0,18.55,1,43,105,0,48
"kyoto",1952-02-18,4.4,0.7,1952,2,18,9.55130434782609,315.98,0.01,0.1775,"Neutral",35.0119,11.0068999438072,0,18.55,1,44,105,0,49
"kyoto",1952-02-19,6.6,-0.2,1952,2,19,8.64217391304348,315.98,0.01,0.1775,"Neutral",35.0119,11.0414159859404,0,18.55,1,45,105,0,50
"kyoto",1952-02-20,8.5,-1.1,1952,2,20,9.50136363636364,315.98,0.01,0.1775,"Neutral",35.0119,11.0761267577671,0,18.55,1,46,105,0,51
"kyoto",1952-02-21,7.5,-1.5,1952,2,21,10.1336363636364,315.98,0.01,0.1775,"Neutral",35.0119,11.1110220135836,0,18.55,1,47,105,0,52
"kyoto",1952-02-22,8.8,-2.9,1952,2,22,10.8118181818182,315.98,0.01,0.1775,"Neutral",35.0119,11.1460917982175,0,18.55,1,48,105,0,53
"kyoto",1952-02-23,9,-1.5,1952,2,23,9.11272727272727,315.98,0.01,0.1775,"Neutral",35.0119,11.181326443139,0,18.55,1,49,105,0,54
"kyoto",1952-02-24,7.3,-0.3,1952,2,24,10.1281818181818,315.98,0.01,0.1775,"Neutral",35.0119,11.2167165619305,0,18.55,1,50,105,0,55
"kyoto",1952-02-25,6,-1.1,1952,2,25,10.4918181818182,315.98,0.01,0.1775,"Neutral",35.0119,11.2522530451589,0,18.55,1,51,105,6.1,56
"kyoto",1952-02-26,10.7,2.6,1952,2,26,10.4240909090909,315.98,0.01,0.1775,"Neutral",35.0119,11.2879270546896,1.65,20.2,1,52,105,35,57
"kyoto",1952-02-27,11.1,0.8,1952,2,27,10.6572727272727,315.98,0.01,0.1775,"Neutral",35.0119,11.3237300174817,0.95,21.15,1,53,105,0,58
"kyoto",1952-02-28,11.2,3.1,1952,2,28,11.057,315.98,0.01,0.1775,"Neutral",35.0119,11.3596536189019,2.15,23.3,0,53,105,0,59
